k,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Significance,Number of google review in lakhs,Best Time to visit,Image URL,Weighted Rating,Weighted Rating_normalize,Number of google review in lakhs_normalize,recommendations
Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,Historical,12000,Afternoon,https://images.unsplash.com/photo-1630569688747-0e3b60f6430f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxDZWxsdWxhciUyMEphaWx8ZW58MHx8fHwxNzI5MjUyMDIyfDA&ixlib=rb-4.0.3&q=80&w=400,4.699982181,0.800001367,0.039242219,0.419621793
Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2,4.5,Nature,15000,Morning,https://images.unsplash.com/photo-1677235818717-7ff1d91cc8b5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxUc29tZ28lMjBMYWtlfGVufDB8fHx8MTcyOTI1MjAxMHww&ixlib=rb-4.0.3&q=80&w=400,4.499999077,0.828578534,0.00744249,0.418010512
Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1,4.7,Religious,7500,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCYWJhJTIwSGFyYmhhamFuJTIwU2luZ2glMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUyMDEwfDA&ixlib=rb-4.0.3&q=80&w=400,4.699971491,0.828580988,0.00541272,0.416996854
Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1,4.5,Recreational,1500,Morning,https://images.unsplash.com/photo-1584485031227-0ffe132a182d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQYXJhZGlzZSUyMEJlYWNofGVufDB8fHx8MTcyOTI1MjAyMXww&ixlib=rb-4.0.3&q=80&w=400,4.499990775,0.800001912,0.032476319,0.416239116
Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1,4.8,Cultural,10000,All,https://images.unsplash.com/photo-1573398643424-3c49652d7756?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCdWRkaGElMjBQYXJrfGVufDB8fHx8MTcyOTI1MjAwOXww&ixlib=rb-4.0.3&q=80&w=400,4.799968619,0.828585545,0.00338295,0.415984248
Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1,4.6,Religious,3500,Morning,https://images.unsplash.com/photo-1719820911779-8f59e7e140fb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxSdW10ZWslMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzI5MjUyMDA4fDA&ixlib=rb-4.0.3&q=80&w=400,4.599967482,0.828586969,0.002976996,0.415781982
Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2,4.7,Religious,12000,All,https://images.unsplash.com/photo-1728769594167-2cd3ee828ec0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxDaGFyJTIwRGhhbXxlbnwwfHx8fDE3MjkyNTIwMDh8MA&ixlib=rb-4.0.3&q=80&w=400,4.699982181,0.828599885,0.001082544,0.414841215
Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1,4.6,Religious,1500,Morning,https://images.unsplash.com/photo-1721884487025-e3e222fda389?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQZW1heWFuZ3RzZSUyME1vbmFzdGVyeXxlbnwwfHx8fDE3MjkyNTIwMDd8MA&ixlib=rb-4.0.3&q=80&w=400,4.599924153,0.828623487,0,0.414311744
Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2,4.3,Historical,15000,Afternoon,https://images.unsplash.com/photo-1697561832430-daebcb737292?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxOYXRodWxhJTIwUGFzc3xlbnwwfHx8fDE3MjkyNTIwMDd8MA&ixlib=rb-4.0.3&q=80&w=400,4.300012409,0.828623487,0,0.414311744
Southern,Puducherry,Auroville,Auroville,Township,1968,2,4.1,Cultural,3500,All,https://images.unsplash.com/photo-1709817243586-6ddd4e6822c1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxBdXJvdmlsbGV8ZW58MHx8fHwxNzI5MjUyMDIxfDA&ixlib=rb-4.0.3&q=80&w=400,4.100110298,0.800002535,0.027063599,0.413533067
Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3,4.4,Wildlife,81000,Afternoon,https://images.unsplash.com/photo-1618252068305-733c8fcb37ca?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxOYW5kYW5rYW5hbiUyMFpvb2xvZ2ljYWwlMjBQYXJrfGVufDB8fHx8MTcyOTI1MjI3NXww&ixlib=rb-4.0.3&q=80&w=400,4.400001064,0.771429621,0.054127199,0.41277841
Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1,4.5,Recreational,9000,Morning,https://images.unsplash.com/photo-1606921916293-8a5ef606c20c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQcm9tZW5hZGUlMjBCZWFjaHxlbnwwfHx8fDE3MjkyNTIwMjB8MA&ixlib=rb-4.0.3&q=80&w=400,4.499998462,0.800002944,0.02435724,0.412180092
Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4,4.5,Entertainment,95000,All,https://images.unsplash.com/photo-1722573783471-a240b1bc1a7f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxXb25kZXJsYSUyMEFtdXNlbWVudCUyMFBhcmt8ZW58MHx8fHwxNzI5MjUyMjc0fDA&ixlib=rb-4.0.3&q=80&w=400,4.499999854,0.771431016,0.035182679,0.403306848
North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3,4.7,Trekking,1000,Afternoon,https://images.unsplash.com/photo-1590415433359-851e8287150a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxEeiVDMyVCQ2tvdSUyMFZhbGxleXxlbnwwfHx8fDE3MjkyNTIwMTl8MA&ixlib=rb-4.0.3&q=80&w=400,4.699786367,0.80001499,0.00541272,0.402713855
Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2,4.2,Shopping,45000,All,https://images.unsplash.com/photo-1523906921802-b5d2d899e93b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxUaGUlMjBHcmFuZCUyMFZlbmljZSUyME1hbGx8ZW58MHx8fHwxNzI5MjUyMjc0fDA&ixlib=rb-4.0.3&q=80&w=400,4.200006359,0.771431343,0.032476319,0.401953831
Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,Nature,19000,Morning,https://images.unsplash.com/photo-1533811668780-8d4ddf8a31e8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxDaGl0cmFrb3RlJTIwRmFsbHN8ZW58MHx8fHwxNzI5MjUyMDE5fDA&ixlib=rb-4.0.3&q=80&w=400,4.599994008,0.80004165,0.001217862,0.400629756
Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2,4.6,Shopping,150000,All,https://images.unsplash.com/photo-1551735999-f3277d0e2aa9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxETEYlMjBNYWxsJTIwb2YlMjBJbmRpYXxlbnwwfHx8fDE3MjkyNTIyNzN8MA&ixlib=rb-4.0.3&q=80&w=400,4.599999241,0.771431727,0.029769959,0.400600843
North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,Historical,2500,Morning,https://images.unsplash.com/photo-1444312645910-ffa973656eba?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxVbmFrb3RpJTIwUm9jayUyMENhcnZpbmdzfGVufDB8fHx8MTcyOTI1MjAxOHww&ixlib=rb-4.0.3&q=80&w=400,4.499994464,0.800056999,0.000541272,0.400299136
North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1,4.5,Nature,1000,Morning,https://images.unsplash.com/photo-1660541545804-76d7acd1ffc9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxEdW1ib29yJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTIwMTd8MA&ixlib=rb-4.0.3&q=80&w=400,4.499986168,0.800080319,0,0.400040159
Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1,4.8,Religious,105000,All,https://images.unsplash.com/photo-1620758661032-693581dc04d4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxHdXJ1ZHdhcmElMjBCYW5nbGElMjBTYWhpYnxlbnwwfHx8fDE3MjkyNTIyNzJ8MA&ixlib=rb-4.0.3&q=80&w=400,4.799997011,0.771437962,0.01217862,0.391808291
Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,Religious,200000,All,https://images.unsplash.com/photo-1577516311194-eb14c570a137?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxLZWRhcm5hdGh8ZW58MHx8fHwxNzI5MjUyMjcyfDA&ixlib=rb-4.0.3&q=80&w=400,4.799998431,0.771437962,0.01217862,0.391808291
Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2,4.7,Entertainment,71000,Afternoon,https://images.unsplash.com/photo-1644777824525-9ac417a0674e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxETEYlMjBDeWJlckh1YnxlbnwwfHx8fDE3MjkyNTIyNzF8MA&ixlib=rb-4.0.3&q=80&w=400,4.699996988,0.771448992,0.00541272,0.388430856
Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2,4.6,Shopping,120000,Afternoon,https://images.unsplash.com/photo-1609175894527-9f13a8320377?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxBbWJpZW5jZSUyME1hbGx8ZW58MHx8fHwxNzI5MjUyMjcwfDA&ixlib=rb-4.0.3&q=80&w=400,4.599999051,0.771458444,0.00338295,0.387420697
Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3,4.4,Entertainment,30000,Afternoon,https://images.unsplash.com/photo-1582398626929-4aaba43f31eb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxLaW5nZG9tJTIwb2YlMjBEcmVhbXN8ZW58MHx8fHwxNzI5MjUyMjcwfDA&ixlib=rb-4.0.3&q=80&w=400,4.400002872,0.771463695,0.00270636,0.387085027
Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1,4.4,Cultural,31000,All,https://images.unsplash.com/photo-1719947713275-e26b28ed8c6f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxCdWRoaGElMjBTbXJpdGklMjBQYXJrfGVufDB8fHx8MTcyOTI1MjI2OXww&ixlib=rb-4.0.3&q=80&w=400,4.400002779,0.771493757,0.000879567,0.386186662
Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,Wildlife,50000,All,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxTYW5qYXklMjBHYW5kaGklMjBCaW9sb2dpY2FsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTIwMjh8MA&ixlib=rb-4.0.3&q=80&w=400,4.300003723,0.771537151,0,0.385768575
Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,Religious,20000,All,https://images.unsplash.com/photo-1665205731841-e6e7e0697488?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxNYWhhYm9kaGklMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUyMDI3fDA&ixlib=rb-4.0.3&q=80&w=400,4.699989308,0.771537151,0,0.385768575
Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1,4.7,Religious,25000,All,https://images.unsplash.com/photo-1642388533218-2aa1e969df6c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxUYWtoYXQlMjBTaHJpJTIwSGFyaW1hbmRpciUyMEppJTIwUGF0bmElMjBTYWhpYnxlbnwwfHx8fDE3MjkyNTIwMjh8MA&ixlib=rb-4.0.3&q=80&w=400,4.699991446,0.771537151,0,0.385768575
Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1,4.5,Historical,49000,All,https://images.unsplash.com/photo-1705861144725-fec71584b816?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxKYW1hJTIwTWFzamlkfGVufDB8fHx8MTcyOTI1MjI3Nnww&ixlib=rb-4.0.3&q=80&w=400,4.499999717,0.742910757,0.00202977,0.372470264
North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2,4.6,Nature,6000,Morning,https://images.unsplash.com/photo-1519668992307-c9ee50758b12?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxMaXZpbmclMjBSb290JTIwQnJpZGdlfGVufDB8fHx8MTcyOTI1MjI4MHww&ixlib=rb-4.0.3&q=80&w=400,4.599981029,0.714300253,0.01217862,0.363239436
Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2,4.4,Cultural,24000,Morning,https://images.unsplash.com/photo-1582037285242-9ea83fb30402?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxSYWlsJTIwTXVzZXVtfGVufDB8fHx8MTcyOTI1MjI3OXww&ixlib=rb-4.0.3&q=80&w=400,4.40000359,0.714300253,0.01217862,0.363239436
Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3,4.6,Shopping,190000,All,https://images.unsplash.com/photo-1534452203293-494d7ddbf7e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxMdUx1JTIwSW50ZXJuYXRpb25hbCUyMFNob3BwaW5nJTIwTWFsbHxlbnwwfHx8fDE3MjkyNTIyNzl8MA&ixlib=rb-4.0.3&q=80&w=400,4.599999401,0.714300253,0.01217862,0.363239436
Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2,4.6,Shopping,35000,All,https://images.unsplash.com/photo-1661695013579-9cdd5d1ef425?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxQaG9lbml4JTIwUGFsYXNzaW98ZW58MHx8fHwxNzI5MjUyMjc4fDA&ixlib=rb-4.0.3&q=80&w=400,4.599996747,0.714311888,0.006630582,0.360471235
Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,Religious,10000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxSYW1hbmF0aGFzd2FteSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTIyNzd8MA&ixlib=rb-4.0.3&q=80&w=400,4.699978618,0.714339313,0.00270636,0.358522836
Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2,4.6,Sports,740000,All,https://images.unsplash.com/photo-1635933311326-631fc7bf37e5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxCdWRkaCUyMEludGVybmF0aW9uYWwlMjBDaXJjdWl0fGVufDB8fHx8MTcyOTI1MjI3N3ww&ixlib=rb-4.0.3&q=80&w=400,4.599999846,0.714339313,0.00270636,0.358522836
Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2,4.7,Cultural,15000,All,https://images.unsplash.com/photo-1641810290430-c24d021d4ace?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxNYWRoeWElMjBQcmFkZXNoJTIwVHJpYmFsJTIwTXVzZXVtfGVufDB8fHx8MTcyOTI1MjI4Mnww&ixlib=rb-4.0.3&q=80&w=400,4.699985745,0.685731398,0.01217862,0.348955009
Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2,4.5,Historical,130000,Afternoon,https://images.unsplash.com/photo-1619636534313-9e377ea5fc6c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxBZ3JhJTIwRm9ydHxlbnwwfHx8fDE3MjkyNTIyODF8MA&ixlib=rb-4.0.3&q=80&w=400,4.499999893,0.685731398,0.01217862,0.348955009
Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3,4.6,Religious,18000,All,https://images.unsplash.com/photo-1677933001473-538ea5ffa19a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxBa3NoYXJkaGFtfGVufDB8fHx8MTcyOTI1MjI4MXww&ixlib=rb-4.0.3&q=80&w=400,4.599993676,0.685777122,0.00270636,0.344241741
Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2,4.4,Historical,51000,Morning,https://images.unsplash.com/photo-1715405155995-61757307e065?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxDaXR5JTIwUGFsYWNlfGVufDB8fHx8MTcyOTI1MjI4M3ww&ixlib=rb-4.0.3&q=80&w=400,4.400001689,0.657162543,0.01217862,0.334670582
Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2,4.5,Historical,63000,All,https://images.unsplash.com/photo-1705861144570-00ede2bc7e7f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxBbGJlcnQlMjBIYWxsJTIwTXVzZXVtfGVufDB8fHx8MTcyOTI1MjI4M3ww&ixlib=rb-4.0.3&q=80&w=400,4.49999978,0,0.127198917,0.063599459
