Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Image URL
294,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1.0,4.5,0,No,,Nature,Yes,0.6,Afternoon,https://images.unsplash.com/photo-1557554524-abfa03eaa169?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxOYWlkYSUyMENhdmVzfGVufDB8fHx8MTcyOTI1MjAyNXww&ixlib=rb-4.0.3&q=80&w=400
295,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,,Historical,Yes,1.2,Afternoon,https://images.unsplash.com/photo-1569776186059-f26b84be14b0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxEaXUlMjBGb3J0fGVufDB8fHx8MTcyOTI1MjAyNXww&ixlib=rb-4.0.3&q=80&w=400
296,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,Yes,1.8,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCYWJhJTIwQmFpZHlhbmF0aCUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTIwMjZ8MA&ixlib=rb-4.0.3&q=80&w=400
297,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,0,Yes,,Religious,Yes,0.13,All,https://images.unsplash.com/photo-1707938233687-47e61e5ad7c4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQYWhhcmklMjBNYW5kaXJ8ZW58MHx8fHwxNzI5MjUyMDI3fDA&ixlib=rb-4.0.3&q=80&w=400
298,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,0,Yes,,Religious,Yes,0.2,All,https://images.unsplash.com/photo-1665205731841-e6e7e0697488?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxNYWhhYm9kaGklMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUyMDI3fDA&ixlib=rb-4.0.3&q=80&w=400
299,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,30,Yes,,Wildlife,Yes,0.5,All,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxTYW5qYXklMjBHYW5kaGklMjBCaW9sb2dpY2FsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTIwMjh8MA&ixlib=rb-4.0.3&q=80&w=400
300,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1.0,4.7,0,Yes,,Religious,Yes,0.25,All,https://images.unsplash.com/photo-1642388533218-2aa1e969df6c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxUYWtoYXQlMjBTaHJpJTIwSGFyaW1hbmRpciUyMEppJTIwUGF0bmElMjBTYWhpYnxlbnwwfHx8fDE3MjkyNTIwMjh8MA&ixlib=rb-4.0.3&q=80&w=400
301,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1.0,4.4,10,Yes,,Cultural,Yes,0.31,All,https://images.unsplash.com/photo-1719947713275-e26b28ed8c6f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxCdWRoaGElMjBTbXJpdGklMjBQYXJrfGVufDB8fHx8MTcyOTI1MjI2OXww&ixlib=rb-4.0.3&q=80&w=400
302,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3.0,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon,https://images.unsplash.com/photo-1582398626929-4aaba43f31eb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxLaW5nZG9tJTIwb2YlMjBEcmVhbXN8ZW58MHx8fHwxNzI5MjUyMjcwfDA&ixlib=rb-4.0.3&q=80&w=400
303,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2.0,4.6,0,Yes,,Shopping,Yes,1.2,Afternoon,https://images.unsplash.com/photo-1609175894527-9f13a8320377?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxBbWJpZW5jZSUyME1hbGx8ZW58MHx8fHwxNzI5MjUyMjcwfDA&ixlib=rb-4.0.3&q=80&w=400
304,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2.0,4.7,0,Yes,,Entertainment,Yes,0.71,Afternoon,https://images.unsplash.com/photo-1644777824525-9ac417a0674e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxETEYlMjBDeWJlckh1YnxlbnwwfHx8fDE3MjkyNTIyNzF8MA&ixlib=rb-4.0.3&q=80&w=400
305,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0,Yes,,Religious,Yes,1.05,All,https://images.unsplash.com/photo-1620758661032-693581dc04d4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxHdXJ1ZHdhcmElMjBCYW5nbGElMjBTYWhpYnxlbnwwfHx8fDE3MjkyNTIyNzJ8MA&ixlib=rb-4.0.3&q=80&w=400
306,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,,Religious,No,2.0,All,https://images.unsplash.com/photo-1577516311194-eb14c570a137?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxLZWRhcm5hdGh8ZW58MHx8fHwxNzI5MjUyMjcyfDA&ixlib=rb-4.0.3&q=80&w=400
307,Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2.0,4.6,0,Yes,,Shopping,Yes,1.5,All,https://images.unsplash.com/photo-1551735999-f3277d0e2aa9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxETEYlMjBNYWxsJTIwb2YlMjBJbmRpYXxlbnwwfHx8fDE3MjkyNTIyNzN8MA&ixlib=rb-4.0.3&q=80&w=400
308,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2.0,4.2,0,Yes,,Shopping,Yes,0.45,All,https://images.unsplash.com/photo-1523906921802-b5d2d899e93b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxUaGUlMjBHcmFuZCUyMFZlbmljZSUyME1hbGx8ZW58MHx8fHwxNzI5MjUyMjc0fDA&ixlib=rb-4.0.3&q=80&w=400
309,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4.0,4.5,890,Yes,,Entertainment,Yes,0.95,All,https://images.unsplash.com/photo-1722573783471-a240b1bc1a7f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxXb25kZXJsYSUyMEFtdXNlbWVudCUyMFBhcmt8ZW58MHx8fHwxNzI5MjUyMjc0fDA&ixlib=rb-4.0.3&q=80&w=400
310,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3.0,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon,https://images.unsplash.com/photo-1618252068305-733c8fcb37ca?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxOYW5kYW5rYW5hbiUyMFpvb2xvZ2ljYWwlMjBQYXJrfGVufDB8fHx8MTcyOTI1MjI3NXww&ixlib=rb-4.0.3&q=80&w=400
311,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.0,4.5,0,Yes,,Shopping,Yes,1.8,All,https://images.unsplash.com/photo-1709620241392-3b061d7d4770?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxPcmlvbiUyME1hbGx8ZW58MHx8fHwxNzI5MjUyMjc1fDA&ixlib=rb-4.0.3&q=80&w=400
312,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0,Yes,,Shopping,Yes,1.2,All,https://images.unsplash.com/photo-1516274626895-055a99214f08?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxJbm9yYml0JTIwTWFsbCUyMEN5YmVyYWJhZHxlbnwwfHx8fDE3MjkyNTIyNzZ8MA&ixlib=rb-4.0.3&q=80&w=400
313,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1.0,4.5,0,Yes,,Historical,Yes,0.49,All,https://images.unsplash.com/photo-1705861144725-fec71584b816?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxKYW1hJTIwTWFzamlkfGVufDB8fHx8MTcyOTI1MjI3Nnww&ixlib=rb-4.0.3&q=80&w=400
314,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,0,Yes,,Religious,No,0.1,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxSYW1hbmF0aGFzd2FteSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTIyNzd8MA&ixlib=rb-4.0.3&q=80&w=400
315,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.0,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All,https://images.unsplash.com/photo-1635933311326-631fc7bf37e5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxCdWRkaCUyMEludGVybmF0aW9uYWwlMjBDaXJjdWl0fGVufDB8fHx8MTcyOTI1MjI3N3ww&ixlib=rb-4.0.3&q=80&w=400
316,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2.0,4.6,0,Yes,,Shopping,Yes,0.35,All,https://images.unsplash.com/photo-1661695013579-9cdd5d1ef425?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxQaG9lbml4JTIwUGFsYXNzaW98ZW58MHx8fHwxNzI5MjUyMjc4fDA&ixlib=rb-4.0.3&q=80&w=400
317,Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3.0,4.6,0,Yes,,Shopping,Yes,1.9,All,https://images.unsplash.com/photo-1534452203293-494d7ddbf7e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxMdUx1JTIwSW50ZXJuYXRpb25hbCUyMFNob3BwaW5nJTIwTWFsbHxlbnwwfHx8fDE3MjkyNTIyNzl8MA&ixlib=rb-4.0.3&q=80&w=400
318,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2.0,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning,https://images.unsplash.com/photo-1582037285242-9ea83fb30402?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxSYWlsJTIwTXVzZXVtfGVufDB8fHx8MTcyOTI1MjI3OXww&ixlib=rb-4.0.3&q=80&w=400
319,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.0,4.6,0,No,,Nature,Yes,0.06,Morning,https://images.unsplash.com/photo-1519668992307-c9ee50758b12?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxMaXZpbmclMjBSb290JTIwQnJpZGdlfGVufDB8fHx8MTcyOTI1MjI4MHww&ixlib=rb-4.0.3&q=80&w=400
320,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3.0,4.6,0,Yes,Monday,Religious,No,0.18,All,https://images.unsplash.com/photo-1677933001473-538ea5ffa19a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxBa3NoYXJkaGFtfGVufDB8fHx8MTcyOTI1MjI4MXww&ixlib=rb-4.0.3&q=80&w=400
321,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2.0,4.5,40,Yes,,Historical,Yes,1.3,Afternoon,https://images.unsplash.com/photo-1619636534313-9e377ea5fc6c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxBZ3JhJTIwRm9ydHxlbnwwfHx8fDE3MjkyNTIyODF8MA&ixlib=rb-4.0.3&q=80&w=400
322,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2.0,4.7,10,Yes,Monday,Cultural,Yes,0.15,All,https://images.unsplash.com/photo-1641810290430-c24d021d4ace?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxNYWRoeWElMjBQcmFkZXNoJTIwVHJpYmFsJTIwTXVzZXVtfGVufDB8fHx8MTcyOTI1MjI4Mnww&ixlib=rb-4.0.3&q=80&w=400
323,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2.0,4.4,200,Yes,,Historical,Yes,0.51,Morning,https://images.unsplash.com/photo-1715405155995-61757307e065?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxDaXR5JTIwUGFsYWNlfGVufDB8fHx8MTcyOTI1MjI4M3ww&ixlib=rb-4.0.3&q=80&w=400
324,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2.0,4.5,200,Yes,,Historical,Yes,0.63,All,https://images.unsplash.com/photo-1705861144570-00ede2bc7e7f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxBbGJlcnQlMjBIYWxsJTIwTXVzZXVtfGVufDB8fHx8MTcyOTI1MjI4M3ww&ixlib=rb-4.0.3&q=80&w=400
